ts_ms,t,s,tq_fl,tq_fr,tq_rl,tq_rr,cu_fl,cu_fr,cu_rl,cu_rr,rpm_fl,rpm_fr,rpm_rl,rpm_rr,cmd_fl,cmd_fr,cmd_rl,cmd_rr,vf,tf,vr,tr,gear,low,high,il,ir
1769960929632,156,0,-17,-17,-21,-21,20,30,8,10,-66,-63,-64,-62,-17,-17,-21,-21,3709,288,3699,274,-1,0,0,0,0
1769960929731,182,0,-19,-19,-25,-25,12,4,8,4,-68,-62,-66,-63,-19,-19,-23,-23,3709,288,3699,274,-1,0,0,0,0
1769960929831,166,0,-18,-18,-23,-23,0,-12,6,8,-67,-67,-67,-66,-19,-19,-25,-25,3709,288,3696,276,-1,0,0,0,0
1769960929931,0,0,0,0,0,0,8,4,6,8,-76,-68,-71,-68,-16,-16,-20,-20,3709,288,3696,276,-1,0,0,0,0
1769960930033,0,0,0,0,0,0,10,6,6,6,-84,-77,-74,-75,0,0,0,0,3709,288,3696,276,-1,0,0,0,0
1769960930141,-262,0,63,63,41,41,16,26,6,4,-77,-75,-74,-77,23,23,20,20,3709,286,3696,278,-1,0,0,0,0
1769960930231,-792,0,253,253,63,63,4,-2,6,-8,-76,-68,-75,-73,193,193,62,62,3709,288,3696,276,-1,0,0,0,0
1769960930342,-956,0,85,0,76,76,-16,-2,-8,-4,-56,-54,-57,-57,304,294,74,74,3709,286,3696,278,-1,0,0,0,0
1769960930433,-998,0,0,0,0,83,18,32,0,-4,-32,130,-27,-49,0,0,0,85,3709,288,3696,278,-1,0,0,0,0
1769960930537,-1000,0,66,0,0,60,10,16,0,-2,-45,123,0,-36,0,0,0,0,3709,286,3696,278,-1,0,0,0,0
1769960930631,-998,0,0,0,0,0,-10,-10,-2,2,-32,64,0,0,60,0,0,0,3709,286,3696,278,-1,0,0,0,0
1769960930730,-998,0,0,0,0,0,10,4,0,-2,-25,33,-14,0,0,0,0,0,3709,286,3696,278,-1,0,0,0,0
1769960930832,-1000,0,0,0,0,0,10,4,0,0,-20,-15,-6,-20,0,0,0,0,3709,286,3696,278,-1,0,0,0,0
1769960930937,-1000,0,0,0,0,0,10,6,0,0,-21,-19,-12,-18,0,0,0,0,3709,286,3696,278,-1,0,0,0,0
1769960931031,-998,0,0,0,0,0,-8,-16,-2,0,-21,-20,-20,-21,0,0,0,0,3709,286,3696,278,-1,0,0,0,0
1769960931148,-1000,0,0,0,0,0,10,4,0,0,-25,-22,-23,-22,0,0,0,0,3709,286,3696,278,-1,0,0,0,0
1769960931232,-998,0,0,0,0,0,10,4,0,0,-28,-25,-28,-27,0,0,0,0,3709,286,3696,278,-1,0,0,0,0
1769960931333,-998,0,0,0,0,0,22,36,0,0,-30,-27,-29,-30,0,0,0,0,3709,286,3696,278,-1,0,0,0,0
1769960931450,-1000,0,0,0,0,0,22,24,-2,-4,-31,-29,-30,-29,0,0,0,0,3709,286,3696,278,-1,0,0,0,0
1769960931534,-1000,0,0,0,0,0,10,4,0,2,-31,-29,-30,-30,0,0,0,0,3709,286,3696,280,-1,0,0,0,0
1769960931631,-1000,0,0,0,0,0,10,4,0,2,-34,-31,-30,-31,0,0,0,0,3709,286,3696,280,-1,0,0,0,0
1769960931753,-1000,0,30,-30,0,0,8,4,0,2,-35,-30,-31,-31,0,0,0,0,3709,286,3696,280,-1,0,0,0,0
1769960931848,-1000,0,30,-30,0,0,10,4,0,2,-36,-33,-34,-34,0,0,0,0,3709,286,3696,280,-1,0,0,0,0
1769960931931,-1000,0,60,0,60,0,10,8,2,-6,-38,-35,-36,-34,0,0,30,-30,3709,286,3696,280,-1,0,0,0,0
1769960932094,-1000,0,240,240,0,60,10,6,-2,0,-43,-36,-37,-37,245,240,80,79,3709,286,3696,280,-1,0,0,0,0
1769960932130,-1000,0,0,0,0,0,10,8,0,-8,-31,-22,-29,-32,30,-30,0,0,3709,286,3696,280,-1,0,0,0,0
1769960932350,-1000,0,0,0,0,0,18,26,6,-6,-22,23,-20,-24,0,0,0,0,3709,286,3696,280,-1,0,0,0,0
1769960932356,-1000,0,0,0,0,0,14,6,-2,0,-21,0,-21,-18,0,0,0,0,3709,286,3696,280,-1,0,0,0,0
1769960932575,-1000,0,0,0,0,0,22,26,0,2,-15,-17,-14,-13,0,0,0,0,3709,286,3696,280,-1,0,0,0,0
1769960932583,-1000,0,0,0,0,0,-4,-14,2,-6,-17,-11,-13,-11,0,0,0,0,3709,286,3696,278,-1,0,0,0,0
1769960932650,-1000,0,0,0,0,0,10,4,0,0,-15,-6,-11,-9,0,0,0,0,3709,286,3696,278,-1,0,0,0,0
1769960932888,-1000,0,0,0,0,0,10,6,-2,-2,-15,-5,-11,-9,0,0,0,0,3709,286,3696,278,-1,0,0,0,0
1769960932895,-1000,-70,-2,0,0,0,10,4,0,0,0,6,0,0,0,0,0,0,3709,286,3696,280,-1,0,0,0,0
1769960932949,-1000,-172,-13,0,0,0,10,4,0,2,0,0,0,0,-12,0,0,0,3709,286,3696,280,-1,0,0,0,0
1769960933033,-1000,0,0,0,0,0,10,2,0,-8,0,0,0,0,-13,0,0,0,3709,286,3696,280,-1,0,0,0,0
1769960933131,-1000,0,0,0,0,0,10,4,4,-6,0,0,0,0,0,0,0,0,3709,286,3696,280,-1,0,0,0,0
1769960933248,-1000,0,0,0,0,0,20,26,0,2,0,0,0,0,0,0,0,0,3709,286,3696,280,-1,0,0,0,0
1769960933332,-1000,0,0,0,0,0,10,4,-2,0,0,0,0,0,0,0,0,0,3709,286,3696,280,-1,0,0,0,0
1769960933432,-1000,0,0,0,0,0,10,6,6,-6,0,0,0,0,0,0,0,0,3709,286,3696,280,-1,0,0,0,0
1769960933549,-1000,0,0,0,0,0,18,42,4,-6,0,0,0,0,0,0,0,0,3709,286,3696,280,-1,0,0,0,0
1769960933639,-1000,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,3709,286,3696,280,-1,0,0,0,0
1769960933730,-1000,0,0,0,0,0,10,4,6,-6,0,0,0,0,0,0,0,0,3709,286,3696,280,-1,0,0,0,0
1769960933853,-998,0,0,0,0,0,18,42,6,-6,0,0,0,0,0,0,0,0,3709,286,3696,280,-1,0,0,0,0
