ts_ms,t,s,tq_fl,tq_fr,tq_rl,tq_rr,cu_fl,cu_fr,cu_rl,cu_rr,rpm_fl,rpm_fr,rpm_rl,rpm_rr,cmd_fl,cmd_fr,cmd_rl,cmd_rr,vf,tf,vr,tr,gear,low,high,il,ir
1770133514212,0,0,0,0,0,0,14,24,0,2,0,0,0,0,0,0,0,0,3658,280,3658,259,-1,0,0,0,0
1770133514311,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3658,280,3658,259,-1,0,0,0,0
1770133514411,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3658,280,3658,259,-1,0,0,0,0
1770133514511,0,0,0,0,0,0,18,26,0,0,0,0,0,0,0,0,0,0,3658,280,3658,259,-1,0,0,0,0
1770133514620,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,3660,280,3658,259,-1,0,0,0,0
1770133514711,0,0,0,0,0,0,6,2,0,2,0,0,0,0,0,0,0,0,3660,280,3658,259,-1,0,0,0,0
1770133514811,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3660,280,3658,259,-1,0,0,0,0
1770133514920,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,3660,280,3658,259,-1,0,0,0,0
1770133515012,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,3660,280,3658,259,-1,0,0,0,0
1770133515111,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,3660,280,3658,259,-1,0,0,0,0
1770133515213,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,3660,280,3658,259,-1,0,0,0,0
1770133515311,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,3660,280,3660,259,-1,0,0,0,0
1770133515415,0,0,0,0,0,0,14,38,2,0,0,0,0,0,0,0,0,0,3660,280,3660,259,-1,0,0,0,0
1770133515513,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3660,280,3660,259,-1,0,0,0,0
1770133515611,0,0,0,0,0,0,16,24,2,0,0,0,0,0,0,0,0,0,3660,280,3660,259,-1,0,0,0,0
1770133515723,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,3660,280,3660,259,-1,0,0,0,0
1770133515812,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,3660,280,3660,259,-1,0,0,0,0
1770133515911,0,0,0,0,0,0,12,24,2,-2,0,0,0,0,0,0,0,0,3660,280,3660,259,-1,0,0,0,0
1770133516013,0,0,0,0,0,0,18,26,-2,-2,0,0,0,0,0,0,0,0,3660,280,3660,259,-1,0,0,0,0
1770133516110,0,0,0,0,0,0,8,2,2,0,0,0,0,0,0,0,0,0,3660,280,3660,259,-1,0,0,0,0
1770133516213,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,3660,280,3660,259,-1,0,0,0,0
1770133516313,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,3660,280,3660,259,-1,0,0,0,0
1770133516410,0,0,0,0,0,0,18,26,0,0,0,0,0,0,0,0,0,0,3660,280,3660,259,-1,0,0,0,0
1770133516510,0,0,0,0,0,0,12,38,0,-2,0,0,0,0,0,0,0,0,3660,280,3660,259,-1,0,0,0,0
1770133516611,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,3660,280,3660,259,-1,0,0,0,0
1770133516713,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3660,280,3660,259,-1,0,0,0,0
1770133516811,0,0,0,0,0,0,8,2,0,2,0,0,0,0,0,0,0,0,3660,280,3660,259,-1,0,0,0,0
1770133516911,0,0,0,0,0,0,-4,-14,0,-4,0,0,0,0,0,0,0,0,3660,280,3660,259,-1,0,0,0,0
1770133517010,0,0,0,0,0,0,18,24,0,0,0,0,0,0,0,0,0,0,3660,280,3663,259,-1,0,0,0,0
1770133517115,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,3660,280,3660,259,-1,0,0,0,0
1770133517211,0,0,0,0,0,0,-6,-16,0,0,0,0,0,0,0,0,0,0,3663,280,3660,259,-1,0,0,0,0
1770133517311,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,3663,280,3660,259,-1,0,0,0,0
1770133517415,0,0,0,0,0,0,12,22,2,0,0,0,0,0,0,0,0,0,3663,280,3660,259,-1,0,0,0,0
