ts_ms,t,s,tq_fl,tq_fr,tq_rl,tq_rr,cu_fl,cu_fr,cu_rl,cu_rr,rpm_fl,rpm_fr,rpm_rl,rpm_rr,cmd_fl,cmd_fr,cmd_rl,cmd_rr,vf,tf,vr,tr,gear,low,high,il,ir
1770133555212,0,0,0,0,0,0,-2,-14,4,4,0,0,0,0,0,0,0,0,3663,286,3678,267,1,1,0,0,0
1770133555313,0,0,0,0,0,0,12,24,6,-4,0,0,0,0,0,0,0,0,3663,284,3678,267,1,1,0,0,0
1770133555413,0,0,0,0,0,0,18,22,2,4,0,0,0,0,0,0,0,0,3663,284,3678,267,1,1,0,0,0
1770133555512,0,0,0,0,0,0,0,4,4,-4,0,0,0,0,0,0,0,0,3663,286,3678,267,1,1,0,0,0
1770133555612,0,0,0,0,0,0,8,2,2,4,0,0,0,0,0,0,0,0,3663,286,3678,267,1,1,0,0,0
1770133555712,0,0,0,0,0,0,12,22,4,-4,0,0,0,0,0,0,0,0,3663,286,3678,267,1,1,0,0,0
1770133555813,0,0,0,0,0,0,8,32,2,4,0,0,0,0,0,0,0,0,3663,286,3678,267,1,1,0,0,0
1770133555912,0,0,0,0,0,0,14,24,4,4,0,0,0,0,0,0,0,0,3663,286,3678,267,1,1,0,0,0
1770133556012,0,0,0,0,0,0,8,4,0,4,0,0,0,0,0,0,0,0,3663,286,3681,267,1,1,0,0,0
1770133556113,0,0,0,0,0,0,18,22,4,4,0,0,0,0,0,0,0,0,3665,286,3681,267,1,1,0,0,0
1770133556213,0,0,0,0,0,0,20,22,0,4,0,0,0,0,0,0,0,0,3665,286,3681,269,1,1,0,0,0
1770133556321,0,0,0,0,0,0,6,2,4,4,0,0,0,0,0,0,0,0,3665,286,3681,267,1,1,0,0,0
1770133556413,0,0,0,0,0,0,8,2,0,4,0,0,0,0,0,0,0,0,3665,286,3681,269,1,1,0,0,0
1770133556512,0,0,0,0,0,0,8,2,4,4,0,0,0,0,0,0,0,0,3665,286,3681,267,1,1,0,0,0
1770133556612,0,0,0,0,0,0,18,22,2,4,0,0,0,0,0,0,0,0,3665,286,3681,267,1,1,0,0,0
1770133556713,0,0,0,0,0,0,20,22,4,4,0,0,0,0,0,0,0,0,3665,286,3681,269,1,1,0,0,0
1770133556812,0,0,0,0,0,0,16,38,4,-4,0,0,0,0,0,0,0,0,3665,286,3681,269,1,1,0,0,0
1770133556913,0,0,0,0,0,0,8,4,2,4,0,0,0,0,0,0,0,0,3665,286,3681,269,1,1,0,0,0
1770133557012,0,0,0,0,0,0,8,4,4,-4,0,0,0,0,0,0,0,0,3665,286,3681,269,1,1,0,0,0
1770133557112,0,0,0,0,0,0,8,2,2,4,0,0,0,0,0,0,0,0,3665,286,3683,269,1,1,0,0,0
