ts_ms,t,s,tq_fl,tq_fr,tq_rl,tq_rr,cu_fl,cu_fr,cu_rl,cu_rr,rpm_fl,rpm_fr,rpm_rl,rpm_rr,vf,tf,vr,tr,gear,low,high,il,ir
1767972210316,0,0,0,0,0,0,0,-12,4,14,30,64,28,60,3878,267,3893,282,1,1,0,0,0
1767972210419,0,0,0,0,0,0,8,12,2,6,30,31,30,30,3878,267,3893,284,1,1,0,0,0
1767972210518,-272,0,-53,-53,-29,-29,-20,-32,2,6,27,28,26,27,3878,267,3893,284,1,1,0,0,0
1767972210619,-368,0,-50,-50,-27,-27,-2,-12,2,8,18,19,16,20,3878,267,3893,284,1,1,0,0,0
1767972210720,-398,0,-26,-26,-16,-16,-2,-12,-2,6,13,0,14,14,3878,267,3893,284,1,1,0,0,0
1767972210821,-402,0,5,5,4,4,-14,-30,4,6,8,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972210921,-402,0,5,5,4,4,-2,-12,-2,0,-9,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972211043,0,0,0,0,0,0,8,10,0,6,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972211186,0,0,0,0,0,0,-2,-12,0,4,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972211224,0,0,0,0,0,0,-2,-12,-2,8,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972211327,0,0,0,0,0,0,0,-10,2,6,0,0,0,0,3875,267,3893,282,1,1,0,0,0
1767972211426,0,0,0,0,0,0,-2,-12,0,4,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972211529,0,0,0,0,0,0,8,12,-2,8,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972211629,0,0,0,0,0,0,-2,-12,4,6,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972211731,0,0,0,0,0,0,-2,-12,2,6,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972211834,0,0,0,0,0,0,-2,-12,2,4,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972211936,0,0,0,0,0,0,-2,-12,0,6,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972212039,0,0,0,0,0,0,-8,-24,2,6,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972212141,0,0,0,0,0,0,0,-12,2,6,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972212244,0,0,0,0,0,0,-2,-14,14,-2,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972212346,0,0,0,0,0,0,0,-12,2,8,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972212448,0,0,0,0,0,0,-2,-12,2,6,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972212537,0,0,0,0,0,0,8,10,2,6,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972212638,0,0,0,0,0,0,0,-12,0,6,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972212739,0,0,0,0,0,0,-2,-14,0,6,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972212840,0,0,0,0,0,0,8,10,2,6,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972212941,0,0,0,0,0,0,0,-12,-2,0,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972213051,0,0,0,0,0,0,-2,-12,10,4,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972213151,0,0,0,0,0,0,-2,-12,2,8,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972213245,0,0,0,0,0,0,-2,-12,2,6,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972213345,0,0,0,0,0,0,-10,-26,4,-2,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972213472,0,0,0,0,0,0,-2,-12,0,6,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972213557,0,0,0,0,0,0,-2,-14,20,-2,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972213649,0,0,0,0,0,0,-20,-34,0,6,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972213750,0,0,0,0,0,0,0,-12,0,6,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972213851,0,0,0,0,0,0,-2,-12,-2,10,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972213951,0,0,0,0,0,0,-20,-34,2,4,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972214059,0,0,0,0,0,0,0,-12,6,2,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972214153,0,0,0,0,0,0,-4,-22,0,6,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972214254,0,0,0,0,0,0,0,-12,2,6,0,0,0,0,3878,267,3893,282,1,1,0,0,0
1767972214356,0,0,0,0,0,0,-2,-12,0,6,0,0,0,0,3878,267,3890,282,1,1,0,0,0
1767972214461,0,0,0,0,0,0,-12,-28,-2,8,0,0,0,0,3878,267,3893,282,1,1,0,0,0
