ts_ms,t,s,tq_fl,tq_fr,tq_rl,tq_rr,cu_fl,cu_fr,cu_rl,cu_rr,rpm_fl,rpm_fr,rpm_rl,rpm_rr,cmd_fl,cmd_fr,cmd_rl,cmd_rr,vf,tf,vr,tr,gear,low,high,il,ir
1770133461210,0,0,0,0,0,0,8,0,4,6,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133461309,0,0,0,0,0,0,6,2,6,6,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133461409,0,0,0,0,0,0,16,16,4,6,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133461510,0,0,0,0,0,0,14,16,2,6,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133461611,0,0,0,0,0,0,16,16,4,0,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133461709,0,0,0,0,0,0,16,14,10,-2,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133461809,0,0,0,0,0,0,16,16,6,4,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133461911,0,0,0,0,0,0,12,14,4,4,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133462009,0,0,0,0,0,0,14,16,18,-10,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133462112,0,0,0,0,0,0,16,16,4,6,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133462210,0,0,0,0,0,0,14,16,2,6,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133462309,0,0,0,0,0,0,16,18,6,6,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133462409,0,0,0,0,0,0,14,16,4,4,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133462509,0,0,0,0,0,0,6,2,6,6,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133462611,0,0,0,0,0,0,6,2,4,6,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133462709,0,0,0,0,0,0,6,2,10,2,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133462809,0,0,0,0,0,0,6,0,8,2,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133462910,0,0,0,0,0,0,6,0,6,-2,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133463009,0,0,0,0,0,0,6,0,2,-2,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133463109,0,0,0,0,0,0,6,0,6,6,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133463210,0,0,0,0,0,0,6,2,2,4,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133463310,0,0,0,0,0,0,6,0,12,-4,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133463409,0,0,0,0,0,0,8,2,6,6,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133463509,0,0,0,0,0,0,16,16,6,4,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133463609,0,0,0,0,0,0,16,16,12,-4,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133463710,0,0,0,0,0,0,16,18,6,4,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133463810,0,0,0,0,0,0,16,16,6,4,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133463909,0,0,0,0,0,0,18,18,8,4,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133464011,0,0,0,0,0,0,16,16,2,0,0,0,0,0,0,0,0,0,3660,265,3665,241,1,1,0,0,0
1770133464109,0,0,0,0,0,0,16,18,4,6,0,0,0,0,0,0,0,0,3660,267,3665,241,1,1,0,0,0
1770133464209,0,0,0,0,0,0,16,14,4,4,0,0,0,0,0,0,0,0,3660,267,3665,241,1,1,0,0,0
1770133464313,0,0,0,0,0,0,16,18,6,4,0,0,0,0,0,0,0,0,3660,267,3665,241,1,1,0,0,0
1770133464409,0,0,0,0,0,0,14,16,6,-2,0,0,0,0,0,0,0,0,3660,267,3665,241,1,1,0,0,0
1770133464513,0,0,0,0,0,0,6,0,4,6,0,0,0,0,0,0,0,0,3660,267,3665,241,1,1,0,0,0
1770133464608,0,0,0,0,0,0,8,2,4,4,0,0,0,0,0,0,0,0,3660,267,3665,241,1,1,0,0,0
1770133464709,0,0,0,0,0,0,6,0,4,4,0,0,0,0,0,0,0,0,3660,267,3665,243,1,1,0,0,0
1770133464810,0,0,0,0,0,0,6,2,6,4,0,0,0,0,0,0,0,0,3660,267,3665,241,1,1,0,0,0
1770133464910,0,0,0,0,0,0,6,2,2,4,0,0,0,0,0,0,0,0,3660,267,3665,243,1,1,0,0,0
1770133465009,0,0,0,0,0,0,8,0,2,6,0,0,0,0,0,0,0,0,3660,267,3665,243,1,1,0,0,0
1770133465113,0,0,0,0,0,0,8,2,2,4,0,0,0,0,0,0,0,0,3660,267,3665,243,1,1,0,0,0
1770133465209,0,0,0,0,0,0,6,2,2,4,0,0,0,0,0,0,0,0,3660,267,3665,243,1,1,0,0,0
1770133465311,0,0,0,0,0,0,4,2,2,6,0,0,0,0,0,0,0,0,3660,267,3665,243,1,1,0,0,0
1770133465414,0,0,0,0,0,0,8,2,4,4,0,0,0,0,0,0,0,0,3660,267,3665,243,1,1,0,0,0
1770133465509,0,0,0,0,0,0,6,2,6,6,0,0,0,0,0,0,0,0,3660,267,3665,243,1,1,0,0,0
1770133465610,0,0,0,0,0,0,14,16,12,-4,0,0,0,0,0,0,0,0,3660,267,3665,243,1,1,0,0,0
1770133465708,0,0,0,0,0,0,16,16,12,-4,0,0,0,0,0,0,0,0,3660,267,3665,243,1,1,0,0,0
1770133465810,0,0,0,0,0,0,16,16,6,6,0,0,0,0,0,0,0,0,3660,267,3665,243,1,1,0,0,0
1770133465909,0,0,0,0,0,0,14,14,2,0,0,0,0,0,0,0,0,0,3660,267,3665,243,1,1,0,0,0
1770133466013,174,0,19,19,24,24,16,16,6,4,0,0,0,0,0,0,0,0,3660,267,3665,243,1,1,0,0,0
1770133466109,942,0,70,70,164,164,16,18,4,4,0,0,0,0,49,49,116,116,3660,267,3665,243,1,1,0,0,0
1770133466209,998,0,74,74,174,174,-20,-22,24,28,0,0,0,0,74,74,174,174,3660,267,3665,243,1,1,0,0,0
1770133466309,996,0,74,74,100,212,-26,-26,52,36,9,7,102,0,74,74,58,202,3660,265,3665,243,1,1,0,0,0
1770133466409,998,0,74,74,100,130,-10,-12,48,68,26,22,143,27,74,74,70,205,3660,265,3665,243,1,1,0,0,0
1770133466509,998,0,74,74,50,86,-8,-10,52,62,35,33,128,74,74,74,147,140,3660,265,3663,243,1,1,0,0,0
1770133466609,998,0,74,74,50,57,-24,-30,74,58,49,50,136,84,74,74,50,86,3660,267,3663,243,1,1,0,0,0
1770133466709,998,0,74,74,50,58,0,-4,40,44,59,58,125,86,74,74,50,50,3660,267,3663,243,1,1,0,0,0
1770133466811,1000,0,75,75,175,175,20,24,16,34,75,71,77,73,74,74,49,133,3658,265,3663,245,1,1,0,0,0
1770133466912,1000,0,75,75,143,50,-26,-30,58,76,79,77,86,103,74,74,174,174,3658,265,3660,245,1,1,0,0,0
1770133467009,998,0,66,66,62,50,-22,-24,50,62,88,85,93,129,74,74,75,50,3658,265,3660,245,1,1,0,0,0
1770133467110,998,0,50,50,50,50,10,2,28,30,100,96,101,94,50,50,50,50,3658,265,3660,245,1,1,0,0,0
1770133467209,998,0,50,50,50,50,8,4,30,20,101,97,97,99,50,50,50,50,3658,265,3660,245,1,1,0,0,0
1770133467309,998,0,50,50,50,50,-8,-18,18,22,101,95,97,96,50,50,50,50,3658,265,3660,245,1,1,0,0,0
1770133467409,998,0,50,50,50,50,-2,-14,26,26,102,97,98,96,50,50,50,50,3658,265,3660,245,1,1,0,0,0
1770133467511,998,0,50,50,50,50,6,0,22,28,100,98,102,96,50,50,50,50,3658,265,3660,243,1,1,0,0,0
1770133467609,998,0,50,50,50,50,6,4,28,30,99,98,100,100,50,50,50,50,3658,265,3658,243,1,1,0,0,0
1770133467708,998,0,50,50,50,50,-10,-12,20,28,102,99,101,99,50,50,50,50,3658,265,3658,243,1,1,0,0,0
1770133467810,998,0,50,50,50,50,-8,-14,26,22,103,100,103,100,50,50,50,50,3658,265,3658,243,1,1,0,0,0
1770133467918,998,0,50,50,50,50,10,2,20,28,105,104,98,97,50,50,50,50,3658,265,3658,243,1,1,0,0,0
1770133468012,998,0,50,50,50,50,-8,-16,20,26,102,102,102,101,50,50,50,50,3658,265,3658,243,1,1,0,0,0
1770133468109,776,0,50,50,50,50,-8,-16,32,28,104,102,103,102,50,50,50,50,3658,267,3658,243,1,1,0,0,0
1770133468213,-1000,0,-480,-480,-119,-119,8,8,10,14,103,99,103,101,-325,-325,-81,-81,3658,267,3658,241,1,1,0,0,0
1770133468313,-1000,0,16,0,0,0,4,22,-8,-2,70,45,84,73,-480,-480,-119,-119,3658,267,3658,241,1,1,0,0,0
1770133468412,-1000,0,140,50,162,228,22,42,16,-2,-41,-122,38,41,50,0,-119,-119,3658,267,3658,243,1,1,0,0,0
1770133468509,-1000,0,51,87,228,163,0,0,36,8,24,-103,-60,0,117,50,183,233,3658,267,3658,243,1,1,0,0,0
1770133468611,-998,0,0,0,0,0,-12,-18,6,14,20,-35,-32,20,0,37,0,8,3658,267,3658,243,1,1,0,0,0
1770133468709,-996,0,0,0,0,0,2,-8,4,6,12,36,10,26,0,0,0,0,3658,267,3658,243,1,1,0,0,0
1770133468810,-998,0,0,0,0,0,0,-10,6,-2,0,0,0,0,0,0,0,0,3658,267,3658,243,1,1,0,0,0
1770133468909,-996,0,0,0,0,0,0,-10,2,4,0,0,0,0,0,0,0,0,3658,267,3658,243,1,1,0,0,0
1770133469010,0,0,0,0,0,0,6,0,4,6,0,0,0,0,0,0,0,0,3658,267,3658,243,1,1,0,0,0
1770133469896,0,0,0,0,0,0,0,10,2,4,0,0,0,0,0,0,0,0,3658,267,3658,243,1,1,0,0,0
1770133469904,0,0,0,0,0,0,-12,-16,10,0,0,0,0,0,0,0,0,0,3658,267,3658,243,1,1,0,0,0
1770133469913,0,0,0,0,0,0,4,0,4,6,0,0,0,0,0,0,0,0,3658,267,3658,243,1,1,0,0,0
1770133469918,0,0,0,0,0,0,6,2,2,6,0,0,0,0,0,0,0,0,3658,267,3658,245,1,1,0,0,0
1770133469924,-1000,0,0,0,0,0,-12,-18,4,6,0,0,0,0,0,0,0,0,3658,267,3658,245,1,1,0,0,0
1770133469930,0,0,0,0,0,0,6,0,6,-2,0,0,0,0,0,0,0,0,3658,267,3660,245,1,1,0,0,0
1770133469937,-988,0,0,0,0,0,8,4,6,6,0,0,0,0,0,0,0,0,3658,269,3660,245,1,1,0,0,0
1770133469944,0,0,0,0,0,0,6,2,2,4,0,0,0,0,0,0,0,0,3658,269,3660,245,-1,0,0,0,0
1770133469951,0,0,0,0,0,0,-8,-16,6,6,0,0,0,0,0,0,0,0,3658,269,3660,243,-1,0,0,0,0
1770133470012,0,0,0,0,0,0,6,16,6,-2,0,0,0,0,0,0,0,0,3658,269,3660,245,-1,0,0,0,0
1770133470109,0,0,0,0,0,0,12,22,4,4,0,0,0,0,0,0,0,0,3658,269,3660,245,-1,0,0,0,0
1770133470209,998,0,-74,-74,-174,-174,-12,-16,14,-4,0,0,0,0,-33,-33,0,0,3658,269,3660,245,-1,0,0,0,0
1770133470309,998,0,-74,-74,-121,-121,0,-4,18,18,0,0,-9,-9,-74,-74,-174,-174,3658,269,3660,245,-1,0,0,0,0
1770133470409,998,0,-74,-74,-84,-84,-6,-10,52,42,-18,-12,-71,-18,-75,-75,-121,-121,3658,267,3658,245,-1,0,0,0,0
1770133470511,998,0,-74,-74,-100,-100,2,0,32,30,-22,-26,-87,0,-74,-74,-58,-58,3658,267,3658,245,-1,0,0,0,0
1770133470609,998,0,-51,-51,-120,-120,-10,-14,22,20,-40,-36,-59,-35,-74,-74,-100,-100,3658,267,3658,245,-1,0,0,0,0
1770133470709,998,0,-74,-74,-150,-150,4,18,22,16,-40,-40,-42,0,-75,-75,-102,-102,3658,269,3658,243,-1,0,0,0,0
1770133470811,998,0,-74,-74,-50,-50,2,2,24,30,-47,-45,-59,-47,-74,-74,-125,-125,3658,269,3658,243,-1,0,0,0,0
1770133470915,998,0,-50,-50,-50,-50,2,8,26,12,-56,-53,-74,-54,-75,-75,-50,-50,3658,269,3658,243,-1,0,0,0,0
1770133471011,998,0,-50,-50,-50,-50,8,4,20,20,-57,-57,-63,-56,-50,-50,-50,-50,3658,269,3658,245,-1,0,0,0,0
1770133471110,998,0,-50,-50,-50,-50,6,2,20,20,-64,-59,-60,-59,-50,-50,-50,-50,3658,269,3658,245,-1,0,0,0,0
1770133471214,998,0,-50,-50,-50,-50,-10,-14,20,16,-60,-60,-61,-59,-50,-50,-50,-50,3658,269,3658,245,-1,0,0,0,0
1770133471311,998,0,-50,-50,-50,-50,20,28,12,20,-65,-62,-65,-60,-50,-50,-50,-50,3658,269,3658,245,-1,0,0,0,0
1770133471409,998,0,-50,-50,-50,-50,10,6,20,20,-65,-62,-63,-62,-50,-50,-50,-50,3658,269,3658,245,-1,0,0,0,0
1770133471511,998,0,-50,-50,-50,-50,-6,-18,16,16,-69,-62,-65,-64,-50,-50,-50,-50,3658,269,3658,245,-1,0,0,0,0
1770133471609,1000,0,-50,-50,-50,-50,6,2,14,20,-68,-64,-66,-63,-50,-50,-50,-50,3658,269,3658,247,-1,0,0,0,0
1770133471710,1000,0,-50,-50,-50,-50,-10,-14,16,14,-65,-64,-64,-63,-50,-50,-50,-50,3658,269,3658,247,-1,0,0,0,0
1770133471812,1000,0,-50,-50,-50,-50,4,2,14,28,-65,-66,-66,-64,-50,-50,-50,-50,3658,269,3658,247,-1,0,0,0,0
1770133471912,998,0,-50,-50,-50,-50,-12,-14,18,20,-67,-63,-67,-62,-50,-50,-50,-50,3658,269,3658,247,-1,0,0,0,0
1770133472010,998,0,-50,-50,-50,-50,12,8,20,18,-65,-63,-65,-62,-50,-50,-50,-50,3658,269,3658,247,-1,0,0,0,0
1770133472109,998,0,-50,-50,-50,-50,4,6,14,18,-66,-65,-65,-63,-50,-50,-50,-50,3658,269,3658,247,-1,0,0,0,0
1770133472211,998,0,-50,-50,-50,-50,8,4,42,10,-69,-65,-67,-65,-50,-50,-50,-50,3658,267,3655,247,-1,0,0,0,0
1770133472313,998,0,-50,-50,-50,-50,8,-2,16,26,-70,-66,-67,-65,-50,-50,-50,-50,3658,267,3655,247,-1,0,0,0,0
1770133472416,998,0,-50,-50,-50,-50,6,4,12,16,-68,-66,-68,-65,-50,-50,-50,-50,3658,269,3655,247,-1,0,0,0,0
1770133472510,998,0,-50,-50,-50,-50,20,32,18,18,-68,-67,-68,-65,-50,-50,-50,-50,3658,269,3655,247,-1,0,0,0,0
1770133472610,510,0,-42,-42,-50,-50,6,18,20,18,-62,-64,-64,-63,-50,-50,-50,-50,3658,269,3655,247,-1,0,0,0,0
1770133472712,-1000,0,485,475,122,117,-10,-16,6,10,-65,-58,-64,-79,313,310,77,77,3658,269,3655,247,-1,0,0,0,0
1770133472810,-1000,0,0,0,112,0,22,2,-2,8,-32,-35,-54,-43,481,476,137,102,3658,269,3655,247,-1,0,0,0,0
