ts_ms,t,s,tq_fl,tq_fr,tq_rl,tq_rr,cu_fl,cu_fr,cu_rl,cu_rr,rpm_fl,rpm_fr,rpm_rl,rpm_rr,cmd_fl,cmd_fr,cmd_rl,cmd_rr,vf,tf,vr,tr,gear,low,high,il,ir
1770133622514,0,0,0,0,0,0,-12,-16,2,4,0,0,0,0,0,0,0,0,3658,290,3653,278,1,1,0,0,0
1770133622618,0,0,0,0,0,0,8,4,8,-4,0,0,0,0,0,0,0,0,3658,290,3653,278,1,1,0,0,0
1770133622718,0,0,0,0,0,0,-10,-16,2,4,0,0,0,0,0,0,0,0,3658,288,3653,278,1,1,0,0,0
1770133622814,0,0,0,0,0,0,8,2,-2,0,0,0,0,0,0,0,0,0,3658,288,3653,278,1,1,0,0,0
1770133622914,0,0,0,0,0,0,8,2,2,2,0,0,0,0,0,0,0,0,3658,288,3653,278,1,1,0,0,0
1770133623016,0,0,0,0,0,0,-10,-18,2,4,0,0,0,0,0,0,0,0,3658,288,3653,278,1,1,0,0,0
1770133623119,0,0,0,0,0,0,8,4,4,4,0,0,0,0,0,0,0,0,3658,288,3653,278,1,1,0,0,0
1770133623214,0,0,0,0,0,0,-10,-14,4,4,0,0,0,0,0,0,0,0,3658,288,3655,278,1,1,0,0,0
1770133623315,0,0,0,0,0,0,8,2,2,4,0,0,0,0,0,0,0,0,3658,288,3653,278,1,1,0,0,0
1770133623425,0,0,0,0,0,0,-4,-14,2,4,0,0,0,0,0,0,0,0,3658,288,3653,278,1,1,0,0,0
1770133623515,0,0,0,0,0,0,-10,-16,0,2,0,0,0,0,0,0,0,0,3658,288,3653,278,1,1,0,0,0
1770133623617,0,0,0,0,0,0,8,4,16,-2,0,0,0,0,0,0,0,0,3658,288,3653,278,1,1,0,0,0
1770133623718,0,0,0,0,0,0,8,4,14,-2,0,0,0,0,0,0,0,0,3658,288,3653,278,1,1,0,0,0
1770133623814,0,0,0,0,0,0,-14,-14,0,4,0,0,0,0,0,0,0,0,3658,288,3653,278,1,1,0,0,0
1770133623914,0,0,0,0,0,0,6,16,2,4,0,0,0,0,0,0,0,0,3658,290,3653,278,1,1,0,0,0
1770133624014,0,0,0,0,0,0,-10,-18,2,4,0,0,0,0,0,0,0,0,3658,290,3653,278,1,1,0,0,0
1770133624115,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3658,290,3653,278,1,1,0,0,0
1770133624217,0,0,0,0,0,0,10,22,0,4,0,0,0,0,0,0,0,0,3658,290,3653,278,1,1,0,0,0
1770133624314,0,0,0,0,0,0,20,26,2,4,0,0,0,0,0,0,0,0,3658,290,3653,278,1,1,0,0,0
1770133624415,0,0,0,0,0,0,20,30,2,4,0,0,0,0,0,0,0,0,3658,290,3653,278,1,1,0,0,0
1770133624514,0,0,0,0,0,0,8,4,2,-4,0,0,0,0,0,0,0,0,3655,290,3653,278,1,1,0,0,0
1770133624616,0,0,0,0,0,0,6,0,2,4,0,0,0,0,0,0,0,0,3655,290,3653,278,1,1,0,0,0
1770133624716,0,0,0,0,0,0,8,2,0,4,0,0,0,0,0,0,0,0,3655,290,3653,278,1,1,0,0,0
1770133624818,0,0,0,0,0,0,6,0,2,4,0,0,0,0,0,0,0,0,3655,290,3653,278,1,1,0,0,0
1770133624914,0,0,0,0,0,0,-10,-18,0,4,0,0,0,0,0,0,0,0,3655,290,3653,278,1,1,0,0,0
1770133625014,0,0,0,0,0,0,6,2,2,4,0,0,0,0,0,0,0,0,3655,290,3653,278,1,1,0,0,0
1770133625114,0,0,0,0,0,0,-4,-16,4,4,0,0,0,0,0,0,0,0,3655,290,3653,278,1,1,0,0,0
1770133625215,0,0,0,0,0,0,-10,-16,2,4,0,0,0,0,0,0,0,0,3658,290,3653,278,1,1,0,0,0
1770133625317,0,0,0,0,0,0,-8,-18,14,0,0,0,0,0,0,0,0,0,3658,290,3653,278,1,1,0,0,0
1770133625415,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,3658,290,3653,278,1,1,0,0,0
1770133625514,0,0,0,0,0,0,-10,-18,0,4,0,0,0,0,0,0,0,0,3658,290,3653,278,1,1,0,0,0
1770133625614,0,0,0,0,0,0,-4,-16,0,4,0,0,0,0,0,0,0,0,3658,290,3653,278,1,1,0,0,0
1770133625714,0,0,0,0,0,0,8,2,4,4,0,0,0,0,0,0,0,0,3658,290,3653,278,1,1,0,0,0
1770133625816,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,3658,290,3653,278,1,1,0,0,0
