ts_ms,t,s,tq_fl,tq_fr,tq_rl,tq_rr,cu_fl,cu_fr,cu_rl,cu_rr,rpm_fl,rpm_fr,rpm_rl,rpm_rr,vf,tf,vr,tr,gear,low,high,il,ir
1767640049491,0,0,0,0,0,0,8,16,4,6,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640049593,0,0,0,0,0,0,6,14,4,6,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640049695,0,0,0,0,0,0,8,14,6,4,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640049798,0,0,0,0,0,0,-8,-6,4,2,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640049901,0,0,0,0,0,0,6,14,4,4,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640050003,0,0,0,0,0,0,6,16,6,4,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640050105,0,0,0,0,0,0,24,26,-4,12,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640050206,0,0,0,0,0,0,-16,-2,4,4,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640050307,0,0,0,0,0,0,6,16,4,6,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640050409,0,0,0,0,0,0,-12,-8,4,4,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640050511,0,0,0,0,0,0,28,26,-6,10,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640050613,0,0,0,0,0,0,-14,-2,4,4,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640050715,0,0,0,0,0,0,6,14,4,6,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640050818,0,0,0,0,0,0,8,14,4,4,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640050921,0,0,0,0,0,0,6,16,4,4,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640051024,0,0,0,0,0,0,20,24,-4,12,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640051127,0,0,0,0,0,0,6,16,6,2,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640051231,0,0,0,0,0,0,6,14,6,4,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640051334,0,0,0,0,0,0,-16,-4,6,4,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640051436,0,0,0,0,0,0,6,14,-4,10,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640051539,0,0,0,0,0,0,6,14,6,4,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640051640,0,0,0,0,0,0,-14,-8,6,6,0,0,0,0,3970,359,3970,367,0,0,0,0,0
1767640051743,0,0,0,0,0,0,28,28,4,4,0,0,0,0,3970,359,3970,367,0,0,0,0,0
1767640051846,0,0,0,0,0,0,-16,-2,4,4,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640051949,0,0,0,0,0,0,6,14,4,0,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640052051,0,0,0,0,0,0,8,14,4,4,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640052155,0,0,0,0,0,0,6,16,6,4,0,0,0,0,3967,359,3970,367,0,0,0,0,0
1767640052258,0,0,0,0,0,0,8,14,4,6,0,0,0,0,3970,359,3970,367,0,0,0,0,0
1767640052360,0,0,0,0,0,0,6,14,6,6,0,0,0,0,3970,359,3970,367,0,0,0,0,0
1767640052463,0,0,0,0,0,0,6,14,4,4,0,0,0,0,3970,359,3970,367,0,0,0,0,0
1767640052566,0,0,0,0,0,0,6,14,6,4,0,0,0,0,3970,359,3970,367,0,0,0,0,0
1767640052669,0,0,0,0,0,0,8,14,6,6,0,0,0,0,3970,359,3970,367,0,0,0,0,0
1767640052771,0,0,0,0,0,0,4,16,2,4,0,0,0,0,3970,359,3970,369,0,0,0,0,0
1767640052874,0,0,0,0,0,0,8,14,4,2,0,0,0,0,3970,359,3970,369,0,0,0,0,0
1767640052977,0,0,0,0,0,0,26,28,4,6,0,0,0,0,3970,359,3970,369,0,0,0,0,0
1767640053080,0,0,0,0,0,0,6,12,4,4,0,0,0,0,3970,359,3970,369,0,0,0,0,0
1767640053182,0,0,0,0,0,0,6,14,4,6,0,0,0,0,3967,359,3970,369,0,0,0,0,0
1767640053285,0,0,0,0,0,0,-14,-2,4,4,0,0,0,0,3967,359,3970,369,0,0,0,0,0
1767640053388,0,0,0,0,0,0,8,16,4,4,0,0,0,0,3967,359,3970,369,0,0,0,0,0
1767640053491,0,0,0,0,0,0,6,14,4,4,0,0,0,0,3967,359,3970,369,0,0,0,0,0
1767640053594,0,0,0,0,0,0,6,14,6,4,0,0,0,0,3967,359,3970,369,0,0,0,0,0
1767640053696,0,0,0,0,0,0,6,16,-2,12,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640053799,0,0,0,0,0,0,-16,-2,6,2,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640053902,0,0,0,0,0,0,-14,-6,4,4,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640054004,0,0,0,0,0,0,-14,2,4,4,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640054107,0,0,0,0,0,0,6,14,-4,12,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640054210,0,0,0,0,0,0,8,14,4,2,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640054313,0,0,0,0,0,0,-16,-2,6,4,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640054415,0,0,0,0,0,0,8,16,4,6,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640054518,0,0,0,0,0,0,6,16,4,4,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640054621,0,0,0,0,0,0,6,16,4,0,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640054724,0,0,0,0,0,0,6,14,4,2,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640054825,0,0,0,0,0,0,-16,-2,6,6,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640054927,-600,0,0,0,0,0,8,16,6,6,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640055029,-724,0,0,0,0,0,6,14,-4,12,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640055132,-764,0,0,0,0,0,8,16,2,0,0,0,0,0,3970,361,3970,369,0,0,0,0,0
1767640055235,-766,0,0,0,0,0,8,14,4,4,0,0,0,0,3970,361,3970,369,0,0,0,0,0
1767640055338,-764,0,0,0,0,0,6,16,4,6,0,0,0,0,3970,361,3970,369,0,0,0,0,0
1767640055441,-764,0,0,0,0,0,6,14,4,6,0,0,0,0,3970,361,3970,369,0,0,0,0,0
1767640055544,-766,0,0,0,0,0,6,14,4,2,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640055646,-764,0,0,0,0,0,-12,-6,4,6,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640055748,-764,0,0,0,0,0,-14,-6,4,4,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640055851,-766,0,0,0,0,0,6,16,4,4,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640055953,-710,0,0,0,0,0,8,14,4,4,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640056056,0,0,0,0,0,0,-16,-2,4,4,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640056160,0,0,0,0,0,0,6,14,4,4,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640056263,0,0,0,0,0,0,16,8,4,6,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640056366,0,0,0,0,0,0,6,14,6,4,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640056469,0,0,0,0,0,0,-14,-6,4,6,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640056571,0,0,0,0,0,0,8,16,6,6,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640056673,0,0,0,0,0,0,6,14,6,6,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640056777,0,0,0,0,0,0,8,16,-4,10,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640056879,-466,0,0,0,0,0,4,14,4,2,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640056982,-256,0,0,0,0,0,4,2,4,2,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640057084,0,0,0,0,0,0,8,14,4,4,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640057187,-788,0,0,0,0,0,-16,-2,4,6,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640057290,-114,0,0,0,0,0,6,14,-4,10,0,0,0,0,3967,361,3970,369,0,0,0,0,0
1767640057394,0,0,0,0,0,0,6,14,4,2,0,0,0,0,3967,361,3970,369,1,1,0,0,0
1767640057497,0,0,0,0,0,0,6,12,4,4,0,0,0,0,3967,361,3970,369,1,1,0,0,0
1767640057599,0,0,0,0,0,0,8,16,6,6,0,0,0,0,3967,361,3970,369,1,1,0,0,0
1767640057701,0,0,0,0,0,0,-12,-8,-6,10,0,0,0,0,3967,361,3970,369,1,1,0,0,0
1767640057804,0,0,0,0,0,0,6,14,2,-2,0,0,0,0,3967,361,3970,369,1,1,0,0,0
1767640057907,0,0,0,0,0,0,6,14,4,4,0,0,0,0,3967,361,3970,369,1,1,0,0,0
1767640058010,0,0,0,0,0,0,6,14,4,4,0,0,0,0,3967,361,3970,369,1,1,0,0,0
1767640058113,0,0,0,0,0,0,6,14,6,4,0,0,0,0,3967,361,3970,369,1,1,0,0,0
1767640058214,0,0,0,0,0,0,-4,10,4,2,0,0,0,0,3967,361,3970,369,1,1,0,0,0
1767640058317,68,0,28,28,26,26,8,16,6,4,0,0,0,0,3967,361,3970,369,1,1,0,0,0
1767640058420,114,0,45,45,45,45,8,16,6,6,0,0,11,0,3967,363,3970,369,1,1,0,0,0
1767640058523,294,0,100,100,134,134,6,14,4,8,0,5,11,0,3967,361,3970,369,1,1,0,0,0
1767640058626,306,0,103,103,141,141,6,16,2,12,0,0,0,0,3967,361,3970,369,1,1,0,0,0
1767640058728,310,0,104,104,143,143,8,14,18,14,7,7,50,56,3967,361,3970,369,1,1,0,0,0
1767640058831,368,0,116,116,61,61,-10,-4,20,24,27,46,103,122,3967,361,3970,369,1,1,0,0,0
1767640058934,356,0,114,114,42,42,-8,0,18,18,55,67,139,156,3964,363,3967,369,1,1,0,0,0
1767640059036,356,0,114,114,42,42,12,22,16,16,94,110,149,173,3962,361,3964,369,1,1,0,0,0
1767640059139,350,0,113,113,108,41,-8,14,14,14,123,144,148,184,3962,361,3964,371,1,1,0,0,0
